CollarID	Latitude	Longitude
15438	-19.7383405	22.4033772
15438	-19.7383382	22.403373
15438	-19.738337	22.4033896
15438	-19.7383325	22.4033875
15438	-19.738326	22.4109938
15438	-19.7383077	22.3962379
15438	-19.7382836	22.4114794
15438	-19.7382161	22.4042976
15438	-19.7381754	22.3964672
15438	-19.7381508	22.4041554
15438	-19.7381335	22.4139377
15438	-19.7381058	22.4050903
15438	-19.7379985	22.4032857
15438	-19.7379814	22.4033076
15438	-19.7379781	22.4032826
15438	-19.7379645	22.4032857
15438	-19.7379644	22.4033076
15438	-19.737953	22.4033148
15438	-19.737953	22.4033366
15438	-19.7379485	22.4033283
15438	-19.7379474	22.4033076
15438	-19.7379441	22.4032826
15438	-19.737944	22.4033045
15438	-19.737943	22.4032619
15438	-19.7379394	22.4033397
15438	-19.7379384	22.4032754
15438	-19.7379383	22.403319
15438	-19.7379361	22.4032775
15438	-19.737927	22.4033045
15438	-19.7379248	22.4033003
15438	-19.7379214	22.4032972
15438	-19.7379133	22.4033294
15438	-19.7379133	22.4033294
15438	-19.7379036	22.4031955
15438	-19.737902	22.4033148
15438	-19.7378962	22.4033512
15438	-19.737893	22.4033045
15438	-19.7378887	22.403237
15438	-19.7378875	22.4032599
15438	-19.7378386	22.4033014
15438	-19.7378295	22.4113569
15438	-19.7378148	22.4039903
15438	-19.737791	22.4036334
15438	-19.7377797	22.4036188
15438	-19.7377774	22.4036365
15438	-19.7377774	22.4036365
15438	-19.7377768	22.4034912
15438	-19.7377738	22.4043567
15438	-19.7377342	22.4113849
15438	-19.7375808	22.4104945
15438	-19.7375544	22.4035514
15438	-19.7374712	22.4053683
15438	-19.7374419	22.4046534
15438	-19.7374328	22.4179688
15438	-19.737383	22.404642
15438	-19.737382	22.4045994
15438	-19.737332	22.4176388
15438	-19.7372985	22.4178059
15438	-19.7372916	22.417837
15438	-19.7372624	22.4114678
15438	-19.7372364	22.4114574
15438	-19.7372364	22.4114574
15438	-19.737216	22.4114325
15438	-19.737182	22.4114325
15438	-19.7371246	22.4032732
15438	-19.7371217	22.411832
15438	-19.7371137	22.4078608
15438	-19.7370427	22.4120654
15438	-19.7369937	22.4111419
15438	-19.7369756	22.4114874
15438	-19.7369698	22.411173
15438	-19.7369123	22.407098
15438	-19.736892	22.4123985
15438	-19.7368042	22.4122272
15438	-19.7366342	22.4152002
15438	-19.7366318	22.4152178
15438	-19.7365472	22.415444
15438	-19.7364277	22.4028943
15438	-19.7361374	22.4022531
15438	-19.7360965	22.4022842
15438	-19.7360921	22.4022385
15438	-19.7360878	22.4021929
15438	-19.736054	22.415832
15438	-19.7358828	22.4058402
15438	-19.73582	22.4176095
15438	-19.7357665	22.4176862
15438	-19.7357313	22.4027044
15438	-19.7355874	22.4180266
15438	-19.7355841	22.4180017
15438	-19.7354863	22.412145
15438	-19.7354177	22.4176104
15438	-19.7354012	22.4203997
15438	-19.7354012	22.4203997
15438	-19.7353956	22.4203924
15438	-19.7353863	22.420463
15438	-19.735383	22.420438
15438	-19.7353806	22.4204557
15438	-19.7353773	22.4204308
15438	-19.735375	22.4204484
15438	-19.735375	22.4204484
15438	-19.735366	22.420438
15438	-19.7353546	22.4121907
15438	-19.7353524	22.4204411
15438	-19.7353431	22.4185318
15438	-19.7353373	22.4082901
15438	-19.7353243	22.4027251
15438	-19.7352414	22.4027666
15438	-19.7352381	22.4027417
15438	-19.7352351	22.4029647
15438	-19.7352294	22.4026286
15438	-19.7352014	22.402862
15438	-19.7351366	22.4126472
15438	-19.7351094	22.4126534
15438	-19.7350642	22.4029004
15438	-19.7349909	22.4027904
15438	-19.7349298	22.417078
15438	-19.7349292	22.4215348
15438	-19.7348512	22.4008447
15438	-19.7348386	22.4129594
15438	-19.7348193	22.4129398
15438	-19.7347881	22.4174214
15438	-19.734589	22.4026295
15438	-19.7344198	22.4024022
15438	-19.7344028	22.4024022
15438	-19.7343118	22.4075314
15438	-19.7342612	22.4074286
15438	-19.7342591	22.4133703
15438	-19.7342477	22.4133776
15438	-19.7342041	22.4204616
15438	-19.7341817	22.4074732
15438	-19.7341153	22.4022766
15438	-19.7340949	22.4133494
15438	-19.7340644	22.4015752
15438	-19.7340448	22.4090288
15438	-19.7339878	22.4091552
15438	-19.7339698	22.4091345
15438	-19.7339537	22.4091988
15438	-19.7339393	22.4090785
15438	-19.7339293	22.409041
15438	-19.733928	22.4090857
15438	-19.7339053	22.4090785
15438	-19.7337738	22.4020452
15438	-19.7337671	22.4020172
15438	-19.7337581	22.4023357
15438	-19.7337418	22.4021085
15438	-19.7337384	22.4021272
15438	-19.7336701	22.4018574
15438	-19.7336635	22.4018075
15438	-19.7336542	22.4032219
15438	-19.733653	22.401901
15438	-19.7336521	22.4018148
15438	-19.7336496	22.4019134
15438	-19.7336486	22.4018708
15438	-19.7336452	22.4018459
15438	-19.7336429	22.4018636
15438	-19.7336395	22.4018605
15438	-19.7336341	22.4017723
15438	-19.7336307	22.4018065
15438	-19.7336288	22.402013
15438	-19.7336285	22.401765
15438	-19.7336259	22.4018636
15438	-19.7336223	22.4019196
15438	-19.7336214	22.4018397
15438	-19.7336214	22.4018397
15438	-19.7336208	22.4020234
15438	-19.7336192	22.4018355
15438	-19.733618	22.4018739
15438	-19.733616	22.4017888
15438	-19.7336127	22.4167685
15438	-19.7336077	22.4019019
15438	-19.7336057	22.4018013
15438	-19.7335955	22.4018075
15438	-19.7335943	22.4018241
15438	-19.7335933	22.4017816
15438	-19.7335875	22.4018179
15438	-19.733585	22.4018947
15438	-19.733583	22.4018314
15438	-19.7335747	22.4076423
15438	-19.7335668	22.4019175
15438	-19.7335616	22.4017857
15438	-19.7335583	22.4017608
15438	-19.7335543	22.4019196
15438	-19.7335532	22.4019206
15438	-19.7335261	22.4035623
15438	-19.7334659	22.4133057
15438	-19.7333744	22.4204801
15438	-19.7332058	22.4291705
15438	-19.7331528	22.4077045
15438	-19.733147	22.4077563
15438	-19.7329716	22.413673
15438	-19.7327244	22.3992787
15438	-19.732713	22.4087172
15438	-19.7326783	22.4135837
15438	-19.7325114	22.4136677
15438	-19.732472	22.4049307
15438	-19.7323496	22.4065785
15438	-19.7322616	22.4134861
15438	-19.7322344	22.4134922
15438	-19.7321726	22.4008963
15438	-19.7320706	22.4049587
15438	-19.7320594	22.4049223
15438	-19.7320537	22.4049369
15438	-19.7320451	22.4134881
15438	-19.7320005	22.4049482
15438	-19.7318629	22.4140515
15438	-19.7318225	22.4049212
15438	-19.7317839	22.4049565
15438	-19.7317811	22.4050987
15438	-19.7317795	22.4049109
15438	-19.7317795	22.4049109
15438	-19.7317761	22.4049078
15438	-19.7317739	22.4049036
15438	-19.7317739	22.4049036
15438	-19.7317721	22.4050883
15438	-19.7317705	22.4049005
15438	-19.7317687	22.4050852
15438	-19.7317681	22.4049181
15438	-19.7317677	22.4050427
15438	-19.7317671	22.4048756
15438	-19.7317658	22.4049358
15438	-19.7317654	22.4050603
15438	-19.731763	22.405078
15438	-19.7317566	22.4049845
15438	-19.7317544	22.4049803
15438	-19.7317522	22.4049389
15438	-19.7317476	22.4049742
15438	-19.7317471	22.4050987
15438	-19.7317396	22.4049845
15438	-19.731672	22.4051734
15438	-19.7315916	22.4334076
15438	-19.7315148	22.4054131
15438	-19.7314573	22.4053414
15438	-19.7311081	22.407041
15438	-19.73109	22.4070203
15438	-19.7310831	22.4070514
15438	-19.7309462	22.4143138
15438	-19.7308942	22.4185816
15438	-19.7308724	22.4066727
15438	-19.7308366	22.4128995
15438	-19.7308113	22.4130126
15438	-19.7307579	22.4130302
15438	-19.7307463	22.4131184
15438	-19.73071	22.4127853
15438	-19.7306931	22.4326821
15438	-19.7306869	22.4145753
15438	-19.730648	22.4143407
15438	-19.7306313	22.4334924
15438	-19.7306279	22.4334893
15438	-19.73062	22.4334997
15438	-19.7306154	22.4334978
15438	-19.7306099	22.4334468
15438	-19.7306029	22.4149467
15438	-19.7306009	22.4148616
15438	-19.730599	22.4131039
15438	-19.7305953	22.4334292
15438	-19.7305853	22.4131288
15438	-19.7305767	22.4056298
15438	-19.7305699	22.4133166
15438	-19.7305677	22.433538
15438	-19.7305661	22.4140958
15438	-19.7305646	22.4334694
15438	-19.7305642	22.4056382
15438	-19.7305512	22.4138302
15438	-19.7305503	22.4130862
15438	-19.7305396	22.4132388
15438	-19.7305216	22.4131962
15438	-19.730509	22.4042051
15438	-19.7305072	22.4141062
15438	-19.730501	22.4042155
15438	-19.7304844	22.4041127
15438	-19.7304818	22.4041958
15438	-19.7304742	22.413798
15438	-19.7304685	22.433067
15438	-19.7304597	22.4057149
15438	-19.7304458	22.4041262
15438	-19.7304364	22.4042186
15438	-19.7304216	22.4122882
15438	-19.7304136	22.4136206
15438	-19.7304103	22.4135957
15438	-19.730396	22.4041251
15438	-19.7303633	22.415066
15438	-19.7303633	22.4154167
15438	-19.7302413	22.415618
15438	-19.7302394	22.3967144
15438	-19.7302147	22.4151116
15438	-19.7301774	22.4057584
15438	-19.7300766	22.4157062
15438	-19.7300354	22.4155111
15438	-19.7300247	22.4159925
15438	-19.730016	22.4145574
15438	-19.729977	22.4159956
15438	-19.7299657	22.4160029
15438	-19.7299634	22.4160205
15438	-19.7299537	22.415536
15438	-19.7299503	22.4155329
15438	-19.7299503	22.4155329
15438	-19.7299497	22.4160454
15438	-19.7299457	22.4155463
15438	-19.7299423	22.4155433
15438	-19.7299367	22.415536
15438	-19.7299343	22.4155536
15438	-19.7299333	22.4155329
15438	-19.729931	22.4155287
15438	-19.729914	22.4155287
15438	-19.7298622	22.4160849
15438	-19.7296717	22.4121377
15438	-19.729629	22.4073791
15438	-19.729528	22.4150554
15438	-19.7294518	22.415789
15438	-19.7293779	22.418522
15438	-19.7291583	22.4017478
15438	-19.7288237	22.415847
15438	-19.7288224	22.4158854
15438	-19.7288214	22.4158647
15438	-19.728819	22.4158823
15438	-19.728819	22.4158823
15438	-19.7288134	22.415875
15438	-19.7288087	22.4159103
15438	-19.7288054	22.4158854
15438	-19.7288031	22.415903
15438	-19.7288005	22.4156727
