ID	Hd
30	0.457
30	0.51
30	0.253
30	0.414
30	0.363
30	0.455
30	0.253
30	0.253
30	0.31
30	0.513
30	0.356
30	0.63
30	0.366
30	0.363
30	0.251
30	0.464
30	0.501
30	0.366
30	0.361
30	0.46
30	0.554
30	0.46
30	0.363
30	0.131
30	0.46
30	0.361
30	0.359
30	0.306
30	0.193
30	0.641
30	0.306
30	0.251
30	0.308
30	0.506
30	0.363
30	0.455
30	0.409
30	0.434
30	0.409
30	0.193
30	0.464
30	0.193
30	0.453
30	0.455
30	0.191
30	0.193
30	0.462
30	0.51
30	0.455
30	0.251
30	0.549
30	0.464
30	0.361
30	0.363
30	0.46
30	0.193
30	0.193
30	0.31
30	0.193
30	0.414
30	0.191
30	0.131
30	0.405
30	0.363
30	0.549
30	0.506
30	0.363
30	0.193
30	0.363
30	0.193
30	0.131
30	0.253
30	0.308
30	0.31
30	0.46
30	0.308
30	0.414
30	0.414
30	0.363
30	0.31
30	0.462
30	0.366
30	0.363
30	0.308
30	0.361
30	0.411
30	0.251
30	0.308
30	0.191
30	0.395
30	0.363
30	0.253
30	0.575
30	0.418
30	0.193
30	0.303
30	0.246
30	0.253
30	0.253
30	0.416
30	0.248
30	0.453
30	0.253
30	0.361
30	0.411
30	0.464
30	0.251
30	0.366
30	0.308
30	0.411
30	0.251
30	0.308
30	0.251
30	0.554
30	0.31
30	0.411
30	0.363
30	0.067
30	0
30	0.193
30	0.306
30	0.191
30	0.462
30	0.363
30	0.418
30	0.51
30	0.253
30	0.253
30	0.356
30	0.361
30	0.506
30	0.308
30	0.411
30	0.131
30	0.303
30	0.416
30	0.402
30	0.131
30	0.251
30	0.308
30	0.308
30	0.462
30	0.51
30	0.414
30	0.418
30	0.308
30	0.253
30	0.193
30	0.416
30	0.361
30	0.363
30	0.416
30	0.361
30	0.556
30	0.467
30	0.361
30	0.515
30	0.457
30	0.359
30	0.669
30	0.462
30	0.464
30	0.131
30	0.492
30	0.405
30	0.416
30	0.308
30	0.131
30	0.416
30	0.308
30	0.308
30	0.193
30	0.464
30	0.308
30	0.308
30	0.545
30	0.253
30	0.547
30	0.253
30	0.251
30	0.361
30	0.416
30	0.361
30	0.308
30	0.589
30	0.253
30	0.361
30	0.253
30	0.416
30	0.552
30	0.554
30	0.46
30	0.46
30	0.297
30	0.361
30	0.308
30	0.131
30	0.193
30	0.363
30	0.416
30	0.361
30	0.464
30	0.193
30	0.508
30	0.308
30	0.193
30	0.253
30	0.51
30	0.506
30	0.414
30	0.361
30	0.356
30	0.547
30	0.411
30	0.506
30	0.193
30	0.361
30	0.193
30	0.301
30	0.462
30	0.409
30	0.246
30	0.253
30	0.411
30	0.586
30	0.418
30	0.552
30	0.418
30	0.251
30	0.251
30	0.308
30	0.251
30	0.405
30	0.359
30	0.193
30	0.508
30	0.129
30	0.46
30	0.251
30	0.253
30	0.253
30	0.361
30	0.402
30	0.593
30	0.453
30	0.193
30	0.416
30	0.363
30	0.193
30	0.31
30	0.356
30	0.363
30	0.363
30	0.31
30	0.253
30	0.494
30	0.359
30	0.191
30	0.464
30	0.253
30	0.361
30	0.414
30	0.253
30	0.253
30	0.253
30	0.308
30	0.411
30	0.253
30	0.193
30	0.308
30	0.253
30	0.193
30	0.253
30	0.308
30	0.6
30	0.361
30	0.414
30	0.556
30	0.411
30	0.131
30	0.589
30	0.303
30	0.462
30	0.414
30	0.31
30	0.513
30	0.464
30	0.543
30	0.31
30	0.308
30	0.303
30	0.416
30	0.671
30	0.253
30	0.306
30	0.414
30	0.191
30	0.308
30	0.547
30	0.416
30	0.494
30	0.552
30	0.51
30	0.366
30	0.361
30	0.191
30	0.253
30	0.416
30	0.191
30	0.251
30	0.308
30	0.253
30	0.191
30	0.359
30	0.31
30	0.586
30	0.416
30	0.506
30	0.46
30	0.506
30	0.356
30	0.131
30	0.356
30	0.31
30	0.306
30	0.503
30	0.191
30	0.193
30	0.46
30	0.193
30	0.193
30	0.414
30	0.513
30	0.405
30	0.308
30	0.513
30	0.589
30	0.559
30	0.308
30	0.31
30	0.359
30	0.469
30	0.363
30	0.251
30	0.193
30	0.462
30	0.253
30	0.414
30	0.416
30	0.515
30	0.363
30	0.414
30	0.559
30	0.308
30	0.356
30	0.409
30	0.253
30	0.547
30	0.462
30	0.467
30	0.251
30	0.402
30	0.363
30	0.462
30	0.251
30	0.418
30	0.308
30	0.251
30	0.414
30	0.402
30	0.554
30	0.409
30	0.506
30	0.359
30	0.31
30	0.306
30	0.414
30	0.251
30	0.462
30	0.251
30	0.363
30	0.503
30	0.405
30	0.253
30	0.193
30	0.359
30	0.416
30	0.308
30	0.414
30	0.193
30	0.416
30	0.515
30	0.193
30	0.191
30	0.253
30	0.308
30	0.359
30	0.51
30	0.593
30	0.251
30	0.306
30	0.462
30	0.31
30	0.191
30	0.414
30	0.359
30	0.552
30	0.361
30	0.306
30	0.462
30	0.359
30	0.251
30	0.251
30	0.251
30	0.193
30	0.464
30	0.308
30	0.363
30	0.308
30	0.414
30	0.363
30	0.253
30	0.462
30	0.251
30	0.308
30	0.308
30	0.513
30	0.363
30	0.361
30	0.457
30	0.628
30	0.411
30	0.418
30	0.46
30	0.251
30	0.464
30	0.359
30	0.31
30	0.191
30	0.253
30	0.416
30	0.356
30	0.253
30	0.595
30	0.303
30	0.402
30	0.515
30	0.414
30	0.414
30	0.462
30	0.409
30	0.416
30	0.253
30	0.405
30	0.356
30	0.191
30	0.308
30	0.554
30	0.251
30	0.131
30	0.308
30	0.308
30	0.359
30	0.414
30	0.462
30	0.308
30	0.303
30	0.253
30	0.303
30	0.513
30	0.308
30	0.513
30	0.467
30	0.361
30	0.361
30	0.356
30	0.46
40	0.322
40	0.437
40	0.279
40	0.363
40	0.236
40	0.396
40	0.321
40	0.236
40	0.36
40	0.281
40	0.44
40	0.476
40	0.356
40	0.278
40	0.51
40	0.401
40	0.276
40	0.315
40	0.279
40	0.399
40	0.356
40	0.509
40	0.401
40	0.397
40	0.279
40	0.191
40	0.358
40	0.322
40	0.321
40	0.236
40	0.401
40	0.277
40	0.236
40	0.396
40	0.397
40	0.278
40	0.429
40	0.322
40	0.319
40	0.355
40	0.318
40	0.397
40	0.4
40	0.237
40	0.399
40	0.4
40	0.319
40	0.191
40	0.504
40	0.191
40	0.401
40	0.505
40	0.279
40	0.278
40	0.44
40	0.436
40	0.191
40	0.315
40	0.146
40	0.399
40	0.099
40	0.36
40	0.315
40	0.145
40	0.4
40	0.537
40	0.395
40	0.436
40	0.4
40	0.527
40	0.322
40	0.401
40	0.395
40	0.322
40	0.191
40	0.435
40	0.319
40	0.279
40	0.508
40	0.396
40	0.36
40	0.192
40	0.362
40	0.358
40	0.353
40	0.395
40	0.399
40	0.542
40	0.278
40	0.236
40	0.469
40	0.279
40	0.278
40	0.437
40	0.397
40	0.36
40	0.281
40	0.322
40	0.396
40	0.322
40	0.472
40	0.281
40	0.469
40	0.474
40	0.51
40	0.277
40	0.276
40	0.237
40	0.237
40	0.433
40	0.391
40	0.438
40	0.363
40	0.399
40	0.438
40	0.236
40	0.362
40	0.504
40	0.476
40	0.476
40	0.396
40	0.4
40	0.359
40	0.403
40	0.276
40	0.396
40	0.503
40	0.469
40	0.321
40	0.279
40	0.505
40	0.279
40	0.279
40	0.4
40	0.505
40	0.467
40	0.637
40	0.536
40	0.403
40	0.236
40	0.437
40	0.435
40	0.39
40	0.323
40	0.397
40	0.322
40	0.392
40	0.399
40	0.322
40	0.191
40	0.277
40	0.321
40	0.318
40	0.146
40	0.322
40	0.237
40	0.4
40	0.362
40	0.354
40	0.235
40	0.321
40	0.473
40	0.504
40	0.359
40	0.278
40	0.401
40	0.281
40	0.279
40	0.436
40	0.573
40	0.399
40	0.396
40	0.395
40	0.401
40	0.362
40	0.188
40	0.278
40	0.359
40	0.509
40	0.395
40	0.39
40	0.277
40	0.432
40	0.435
40	0.236
40	0.471
40	0.44
40	0.401
40	0.476
40	0.236
40	0.36
40	0.268
40	0.399
40	0.473
40	0.397
40	0.441
40	0.356
40	0.322
40	0.358
40	0.237
40	0.321
40	0.322
40	0.321
40	0.356
40	0.433
40	0.476
40	0.237
40	0.394
40	0.321
40	0.36
40	0.601
40	0.358
40	0.363
40	0.436
40	0.509
40	0.395
40	0.395
40	0.431
40	0.363
40	0.322
40	0.4
40	0.322
40	0.279
40	0.321
40	0.279
40	0.192
40	0.279
40	0.233
40	0.236
40	0.279
40	0.44
40	0.403
40	0.436
40	0.319
40	0.355
40	0.321
40	0.436
40	0.322
40	0.318
40	0.395
40	0.433
40	0.356
40	0.236
40	0.355
40	0.192
40	0.471
40	0.36
40	0.236
40	0.323
40	0.322
40	0.276
40	0.4
40	0.321
40	0.235
40	0.322
40	0.399
40	0.51
40	0.572
40	0.359
40	0.433
40	0.192
40	0.277
40	0.277
40	0.397
40	0.506
40	0.505
40	0.437
40	0.437
40	0.358
40	0.237
40	0.437
40	0.397
40	0.4
40	0.423
40	0.277
40	0.391
40	0.506
40	0.236
40	0.315
40	0.506
40	0.432
40	0.362
40	0.192
40	0.435
40	0.4
40	0.363
40	0.5
40	0.397
40	0.467
40	0.353
40	0.322
40	0.471
40	0.279
40	0.436
40	0.362
40	0.36
40	0.462
40	0.279
40	0.44
40	0.506
40	0.192
40	0.359
40	0.279
40	0.278
40	0.4
40	0.503
40	0.468
40	0.273
40	0.397
40	0.472
40	0.319
40	0.281
40	0.315
40	0.36
40	0.233
40	0.277
40	0.237
40	0.471
40	0.321
40	0.359
40	0.36
40	0.399
40	0.435
40	0.435
40	0.322
40	0.363
40	0.355
40	0.505
40	0.469
40	0.606
40	0.359
40	0.321
40	0.279
40	0.281
40	0.322
40	0.388
40	0.281
40	0.322
40	0.319
40	0.564
40	0.237
40	0.319
40	0.233
40	0.403
40	0.237
40	0.362
40	0.359
40	0.362
40	0.362
40	0.401
40	0.191
40	0.441
40	0.433
40	0.318
40	0.563
40	0.321
40	0.276
40	0.281
40	0.363
40	0.399
40	0.362
40	0.395
40	0.4
40	0.542
40	0.473
40	0.535
40	0.099
40	0.322
40	0.476
40	0.576
40	0.356
40	0.236
40	0.278
40	0.36
40	0.396
40	0.401
40	0.278
40	0.278
40	0.146
40	0.363
40	0.401
40	0.319
40	0.404
40	0.278
40	0.359
40	0.315
40	0.279
40	0.399
40	0.279
40	0.277
40	0.362
40	0.5
40	0.232
40	0.51
40	0.318
40	0.281
40	0.146
40	0.467
40	0.363
40	0.36
40	0.397
40	0.236
40	0.473
40	0.236
40	0.281
40	0.394
40	0.236
40	0.472
40	0.436
40	0.319
40	0.191
40	0.191
40	0.233
40	0.397
40	0.146
40	0.278
40	0.536
40	0.277
40	0.277
40	0.356
40	0.278
40	0.395
40	0.499
40	0.319
40	0.099
40	0.097
40	0.363
40	0.321
40	0.279
40	0.399
40	0.4
40	0.363
40	0.359
40	0.395
40	0.435
40	0.321
40	0.191
40	0.403
40	0.401
40	0.321
40	0.472
40	0.192
40	0.279
40	0.322
40	0.399
40	0.278
40	0.236
40	0.396
40	0.322
40	0.36
40	0.363
40	0.535
40	0.233
40	0.399
40	0.467
40	0.438
40	0.362
40	0.396
40	0.278
40	0.321
40	0.363
40	0.278
40	0.474
40	0.322
40	0.191
40	0.279
40	0.436
40	0.397
40	0.396
40	0.358
40	0.146
40	0.401
40	0.401
40	0.322
40	0.437
40	0.476
40	0.322
40	0.236
40	0.528
40	0.319
40	0.359
40	0.233
40	0.36
40	0.363
40	0.322
40	0.321
40	0.279
40	0.322
40	0.399
40	0.471
40	0.233
40	0.506
40	0.399
40	0.536
40	0.278
40	0.397
40	0.399
40	0.362
40	0.363
40	0.192
50	0.362
50	0.358
50	0.418
50	0.296
50	0.452
50	0.447
50	0.261
50	0.358
50	0.294
50	0.389
50	0.504
50	0.531
50	0.328
50	0.478
50	0.36
50	0.42
50	0.362
50	0.26
50	0.42
50	0.362
50	0.327
50	0.45
50	0.257
50	0.358
50	0.418
50	0.361
50	0.261
50	0.424
50	0.358
50	0.451
50	0.328
50	0.416
50	0.296
50	0.117
50	0.361
50	0.258
50	0.36
50	0.296
50	0.358
50	0.48
50	0.421
50	0.293
50	0.359
50	0.325
50	0.498
50	0.297
50	0.361
50	0.261
50	0.294
50	0.227
50	0.297
50	0.448
50	0.437
50	0.296
50	0.358
50	0.361
50	0.392
50	0.358
50	0.262
50	0.418
50	0.453
50	0.5
50	0.451
50	0.451
50	0.326
50	0.478
50	0.451
50	0.326
50	0.263
50	0.392
50	0.328
50	0.422
50	0.449
50	0.327
50	0.358
50	0.391
50	0.42
50	0.155
50	0.389
50	0.26
50	0.392
50	0.452
50	0.39
50	0.36
50	0.324
50	0.385
50	0.225
50	0.262
50	0.452
50	0.296
50	0.454
50	0.42
50	0.295
50	0.26
50	0.329
50	0.424
50	0.325
50	0.293
50	0.418
50	0.39
50	0.262
50	0.327
50	0.358
50	0.447
50	0.191
50	0.292
50	0.327
50	0.356
50	0.327
50	0.354
50	0.261
50	0.326
50	0.451
50	0.449
50	0.19
50	0.261
50	0.492
50	0.451
50	0.362
50	0.42
50	0.325
50	0.422
50	0.26
50	0.329
50	0.42
50	0.322
50	0.357
50	0.42
50	0.39
50	0.329
50	0.451
50	0.329
50	0.294
50	0.291
50	0.296
50	0.327
50	0.327
50	0.329
50	0.442
50	0.481
50	0.295
50	0.296
50	0.443
50	0.154
50	0.393
50	0.498
50	0.26
50	0.502
50	0.478
50	0.354
50	0.262
50	0.358
50	0.453
50	0.42
50	0.226
50	0.388
50	0.389
50	0.473
50	0.361
50	0.388
50	0.477
50	0.225
50	0.423
50	0.444
50	0.36
50	0.26
50	0.358
50	0.295
50	0.361
50	0.423
50	0.356
50	0.45
50	0.506
50	0.447
50	0.475
50	0.421
50	0.26
50	0.224
50	0.358
50	0.447
50	0.227
50	0.423
50	0.361
50	0.295
50	0.361
50	0.446
50	0.452
50	0.451
50	0.226
50	0.327
50	0.327
50	0.296
50	0.357
50	0.416
50	0.192
50	0.327
50	0.291
50	0.558
50	0.324
50	0.384
50	0.42
50	0.296
50	0.261
50	0.417
50	0.327
50	0.327
50	0.192
50	0.354
50	0.19
50	0.325
50	0.393
50	0.42
50	0.326
50	0.36
50	0.482
50	0.327
50	0.296
50	0.261
50	0.329
50	0.325
50	0.362
50	0.5
50	0.326
50	0.357
50	0.381
50	0.448
50	0.227
50	0.424
50	0.392
50	0.418
50	0.478
50	0.295
50	0.261
50	0.296
50	0.328
50	0.261
50	0.362
50	0.416
50	0.325
50	0.354
50	0.154
50	0.448
50	0.611
50	0.358
50	0.154
50	0.391
50	0.391
50	0.295
50	0.327
50	0.421
50	0.393
50	0.447
50	0.328
50	0.394
50	0.294
50	0.33
50	0.452
50	0.42
50	0.295
50	0.481
50	0.296
50	0.531
50	0.192
50	0.227
50	0.418
50	0.296
50	0.326
50	0.389
50	0.423
50	0.327
50	0.358
50	0.325
50	0.552
50	0.261
50	0.358
50	0.295
50	0.389
50	0.446
50	0.391
50	0.389
50	0.39
50	0.39
50	0.328
50	0.385
50	0.482
50	0.423
50	0.362
50	0.329
50	0.225
50	0.559
50	0.423
50	0.327
50	0.481
50	0.481
50	0.358
50	0.386
50	0.328
50	0.26
50	0.531
50	0.42
50	0.291
50	0.227
50	0.294
50	0.448
50	0.504
50	0.391
50	0.416
50	0.295
50	0.453
50	0.155
50	0.191
50	0.326
50	0.294
50	0.291
50	0.499
50	0.42
50	0.358
50	0.393
50	0.393
50	0.296
50	0.389
50	0.227
50	0.362
50	0.296
50	0.191
50	0.451
50	0.262
50	0.389
50	0.392
50	0.423
50	0.328
50	0.329
50	0.296
50	0.358
50	0.296
50	0.191
50	0.393
50	0.362
50	0.472
50	0.389
50	0.296
50	0.389
50	0.422
50	0.413
50	0.477
50	0.295
50	0.327
50	0.448
50	0.295
50	0.422
50	0.36
50	0.392
